ID,PRIMARY_ID,SECONDARY_ID,ACTIVITY_TYPE,USER_ID,TIMESTAMP,ADDL_INFO
8a4d92b2373f82e201378068d3be0046,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:53,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201378067ea980006,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:52,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201378067d2370005,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:51,[skravitz@mitre.org] measureTab1 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201378067b8c80002,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:51,[skravitz@mitre.org]  [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0 [package date] 05/23/2012
8a4d92b2373f82e201378067b1c20001,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:51,[skravitz@mitre.org] measureTab2 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e2013780675e587fff,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:51,[skravitz@mitre.org] [id] No Psychotherapy Performed [change id] No Psychotherapy Performed
8a4d92b2373f82e201378066b01f7fdb,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:50,[skravitz@mitre.org] measureTab1 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201378066a7c47fd7,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:50,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201378066a7f07fd8,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:50,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e2013780656afc7f94,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:49,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201378064a6d17f90,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:48,[skravitz@mitre.org]  [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0 [package date] 05/23/2012
8a4d92b2373f82e2013780649ed87f8f,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:48,[skravitz@mitre.org] measureTab2 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e20137806488c87f8d,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:48,[skravitz@mitre.org] [id] No Psychotherapy Performed [change id] No Psychotherapy Performed
8a4d92b2373f82e201378063f7f37f4f,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:47,[skravitz@mitre.org] [id] First psychotherapy performed after diagnosis [change id] First psychotherapy performed after diagnosis
8a4d92b2373f82e20137806324457f4c,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:46,[skravitz@mitre.org] measureTab1 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e2013780631c467f28,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:46,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e2013780631d0f7f29,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:46,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e2013780626fca7ee6,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:46,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e20137806203007ee1,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:45,[skravitz@mitre.org]  [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0 [package date] 05/23/2012
8a4d92b2373f82e201378061f8f07ee0,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:45,[skravitz@mitre.org] measureTab2 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e20137805f19ca7eb0,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:42,[skravitz@mitre.org] [id] No Evidence of Diagnosis or Treatment for Bipolar or Unipolar [change id] No Evidence of Diagnosis or Treatment for Bipolar or Unipolar
8a4d92b2373f82e20137805d2a5e7eae,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:40,[skravitz@mitre.org] [id] First psychotherapy performed after diagnosis [change id] First psychotherapy performed after diagnosis
8a4d92b2373f82e20137805b69ed7e8b,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:38,[skravitz@mitre.org] measureTab1 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e20137805114b07e29,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:27,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e20137805114f37e2a,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:27,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e20137805108167e06,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:27,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e2013780509a487e03,8a4d92b2370b19fa01370dd62a800a51,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:26,[skravitz@mitre.org] measureTab0 [measure] NQF 0109: Depression - Screening for Bipolar mania/hypomania prior to treatment for depression [version] Draft based on v0.0
8a4d92b2373f82e20137805099b27e02,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:26,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e20137804d3c367d9d,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:22,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e20137804d27877d9b,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:22,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e20137804d28307d9c,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:22,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e20137804cfc807d9a,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 14:22,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201377fe1095075e2,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 12:24,[skravitz@mitre.org] mainTab0
8a4d92b2373f82e201377fb5746173e2,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:37,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201377fb55ca373df,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:37,[skravitz@mitre.org]  [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0 [package date] 05/23/2012
8a4d92b2373f82e201377fb5502573de,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:36,[skravitz@mitre.org] measureTab2 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201377fb5290673dc,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:36,[skravitz@mitre.org] [id] Assessment after diagnosis [change id] Assessment after diagnosis
8a4d92b2373f82e201377fb4a75d7373,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:36,[skravitz@mitre.org] measureTab1 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201377fb4a05b7371,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:36,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e201377fb4a0a07372,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:36,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201377fb39a647302,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:35,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201377fb381a572fd,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:34,[skravitz@mitre.org]  [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0 [package date] 05/23/2012
8a4d92b2373f82e201377fb3710c72fb,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:34,[skravitz@mitre.org] measureTab2 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201377fb27cea7293,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:33,[skravitz@mitre.org] [id] No Evidence of Counseling for Depression Performed [change id] No Evidence of Counseling for Depression Performed
8a4d92b2373f82e201377fb206367291,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:33,[skravitz@mitre.org] [id] No Antidepressants Ordered [change id] No Antidepressants Ordered
8a4d92b2373f82e201377fb0c3a97286,8a4d92b2370b19fa013718bab7d6520a,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:31,[skravitz@mitre.org] [id] No Antidepressants Active [change id] No Antidepressants Active
8a4d92b2373f82e201377faf9f067263,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:30,[skravitz@mitre.org] measureTab1 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201377faf97f77261,8a4d92b2370b19fa013718bab7d6520a,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:30,[skravitz@mitre.org] measureTab0 [measure] Bipolar Disorder and Major Depression:  Appraisal for alcohol or chemical substance use [version] Draft based on v0.0
8a4d92b2373f82e201377faf98ad7262,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:30,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e201377fad897d7221,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:28,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201377fad70c2721e,8a4d92b2370b19fa01370dd62a800a51,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:28,[skravitz@mitre.org]  [measure] NQF 0109: Depression - Screening for Bipolar mania/hypomania prior to treatment for depression [version] Draft based on v0.0 [package date] 05/25/2012
8a4d92b2373f82e201377fad49cf721d,8a4d92b2370b19fa01370dd62a800a51,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:28,[skravitz@mitre.org] measureTab2 [measure] NQF 0109: Depression - Screening for Bipolar mania/hypomania prior to treatment for depression [version] Draft based on v0.0
8a4d92b2373f82e201377fad35c3721c,8a4d92b2370b19fa01370dd62a800a51,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:28,[skravitz@mitre.org] [id] Assessment after diagnosis [change id] Assessment after diagnosis
8a4d92b2373f82e201377fa9363c7217,8a4d92b2370b19fa01370dd62a800a51,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:23,[skravitz@mitre.org] [id] No Evidence of Counseling for Depression Performed [change id] No Evidence of Counseling for Depression Performed
8a4d92b2373f82e201377fa8401b7216,8a4d92b2370b19fa01370dd62a800a51,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:22,[skravitz@mitre.org] [id] No Antidepressants Active [change id] No Antidepressants Active
8a4d92b2373f82e201377fa71a3c7211,8a4d92b2370b19fa01370dd62a800a51,NULL,SAVE_PHRASE_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:21,[skravitz@mitre.org] [id] No Antidepressants Ordered [change id] No Antidepressants Ordered
8a4d92b2373f82e201377fa4aab171ea,8a4d92b2370b19fa01370dd62a800a51,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:18,[skravitz@mitre.org] measureTab1 [measure] NQF 0109: Depression - Screening for Bipolar mania/hypomania prior to treatment for depression [version] Draft based on v0.0
8a4d92b2373f82e201377fa2dfcd71c4,8a4d92b2370b19fa01370dd62a800a51,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:16,[skravitz@mitre.org] measureTab0 [measure] NQF 0109: Depression - Screening for Bipolar mania/hypomania prior to treatment for depression [version] Draft based on v0.0
8a4d92b2373f82e201377fa2dfdc71c5,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:16,[skravitz@mitre.org] mainTab2
8a4d92b2373f82e201377fa2cfe071c3,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:16,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201377fa2b2bd71c1,NULL,NULL,LOGIN_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:16,[skravitz@mitre.org] null
8a4d92b2373f82e201377fa2b2eb71c2,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/24/2012 11:16,[skravitz@mitre.org] mainTab0
8a4d92b2373f82e201377acb18bf28bc,NULL,NULL,TIMEOUT_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 12:42,[skravitz@mitre.org] null
8a4d92b2373f82e201377acb191b28bd,NULL,NULL,SIGN_OUT_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 12:42,[skravitz@mitre.org] null
8a4d92b2373f82e201377ac01c3e2492,NULL,NULL,TIMEOUT_WARNING_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 12:30,"[skravitz@mitre.org] Running TimeOutTimer, ActualTimeOut time is :-May 23, 2012 1:40:39 PM"
8a4d92b2373f82e201377a8d7d9d1ce8,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 11:35,[skravitz@mitre.org] mainTab0
8a4d92b2373f82e201377a74556d1b04,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 11:07,[skravitz@mitre.org] mainTab1
8a4d92b2373f82e201377a7444181afd,8a4d92b236af57580136f011efb56a00,NULL,MEASURE_PACKAGE_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 11:07,[skravitz@mitre.org]  [measure] NQF 0580 Bipolar Manic Agent [version] Draft based on v0.0 [package date] 05/30/2012
8a4d92b2373f82e201377a743a081afc,8a4d92b236af57580136f011efb56a00,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 11:07,[skravitz@mitre.org] measureTab2 [measure] NQF 0580 Bipolar Manic Agent [version] Draft based on v0.0
8a4d92b2373f82e201377a74360e1ad3,8a4d92b236af57580136f011efb56a00,NULL,MEASURE_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 11:07,[skravitz@mitre.org] measureTab0 [measure] NQF 0580 Bipolar Manic Agent [version] Draft based on v0.0
8a4d92b2373f82e201377a74361a1ad4,NULL,NULL,MAIN_TAB_EVENT,8a4d9281329e06480132ab24666300df,5/23/2012 11:07,[skravitz@mitre.org] mainTab2
